Timestamp,still01-bf-pid.DV01-LIT4003-level => (Aggregate=TimeAverage2),still01-bf-pid.CV01-plp4000a.cmdspd-hz => (Aggregate=TimeAverage2),still01-bf-pid.SP-pmp4000a.sp-% => (Aggregate=TimeAverage2),still01-bf-pid.PV01-fit4008.volumeflow => (Aggregate=TimeAverage2)
7/14/2025 2:13:44 PM,36.194748,48.739884,70.55,83.3669661904
7/14/2025 2:13:49 PM,36.194748,48.859408,70.55,83.64610808
7/14/2025 2:13:54 PM,36.194748,48.678268,70.55,82.0136059712
7/14/2025 2:13:59 PM,36.194748,48.643312,70.55,82.058728524
7/14/2025 2:14:04 PM,36.194748,48.672662,70.55,84.439148224
7/14/2025 2:14:09 PM,36.194748,48.695454,70.55,83.74249481
7/14/2025 2:14:14 PM,36.194748,48.70411,70.55,82.505728526
7/14/2025 2:14:19 PM,36.194748,48.623792,70.55,82.0933933
7/14/2025 2:14:24 PM,36.194748,48.657838,70.55,82.87767308
7/14/2025 2:14:29 PM,36.194748,48.693536,70.55,82.51675
7/14/2025 2:14:34 PM,36.194748,48.629644,70.55,83.2610732816
7/14/2025 2:14:39 PM,36.194748,48.783334,70.55,82.726364
7/14/2025 2:14:44 PM,36.194748,48.869048,70.55,82.9489133476
7/14/2025 2:14:49 PM,36.194748,48.942392,70.55,82.90366
7/14/2025 2:14:54 PM,36.194748,48.945568,70.55,82.317410794
7/14/2025 2:14:59 PM,36.0622302144,48.983664,70.55,82.66118
7/14/2025 2:15:04 PM,35.907166,49.040424,70.55,83.452031852
7/14/2025 2:15:09 PM,35.89209106,48.876758,70.55,83.3495564
7/14/2025 2:15:14 PM,35.889637,48.877204,70.55,82.786050846
7/14/2025 2:15:19 PM,35.889637,48.921426,70.55,82.798581774
7/14/2025 2:15:24 PM,35.889637,48.837942,70.55,82.82681072
7/14/2025 2:15:29 PM,35.844555656,48.8604,70.55,83.57165488
7/14/2025 2:15:34 PM,35.791077,49.049092,70.55,82.734400996
7/14/2025 2:15:39 PM,35.791077,49.026552,70.55,82.6039294856
7/14/2025 2:15:44 PM,35.791077,49.119286,70.55,82.793527568
7/14/2025 2:15:49 PM,35.7717772308,48.98137,70.55,82.743106496
7/14/2025 2:15:54 PM,35.76852,48.859292,70.55,82.81849524
7/14/2025 2:15:59 PM,35.7367695024,48.872326,70.55,83.424367856
7/14/2025 2:16:04 PM,35.698708,48.817268,70.55,82.00994738
7/14/2025 2:16:09 PM,35.698708,48.896936,70.55,81.766601946
7/14/2025 2:16:14 PM,35.698708,48.945692,70.55,81.940579416
7/14/2025 2:16:19 PM,35.628978662,49.168132,70.55,83.6680964264
7/14/2025 2:16:24 PM,35.616962,49.2088,70.55,83.70440881
7/14/2025 2:16:29 PM,35.6020211328,49.217942,70.55,83.1731008748
7/14/2025 2:16:34 PM,35.599434,49.0629,70.55,81.967760572
7/14/2025 2:16:39 PM,35.599434,49.123148,70.55,82.639106352
7/14/2025 2:16:44 PM,35.599434,49.0762,70.55,83.37335616
7/14/2025 2:16:49 PM,35.5946612896,49.08078,70.55,82.485579948
7/14/2025 2:16:54 PM,35.50321,48.99805,70.55,83.091198216
7/14/2025 2:16:59 PM,35.50321,49.103862,70.55,82.3659252
7/14/2025 2:17:04 PM,35.50321,48.91002,70.55,82.672195934
7/14/2025 2:17:09 PM,35.47970968,49.08261,70.55,83.25884
7/14/2025 2:17:14 PM,35.47553,49.044238,70.55,83.056507089
7/14/2025 2:17:19 PM,35.4612923898,48.891368,70.55,83.773705
7/14/2025 2:17:24 PM,35.443707,48.825018,70.55,83.074633905
7/14/2025 2:17:29 PM,35.4230894366,48.835004,70.55,82.28833
7/14/2025 2:17:34 PM,35.3975,48.949632,70.55,83.1025158392
7/14/2025 2:17:39 PM,35.3975,48.890162,70.55,83.31731
7/14/2025 2:17:44 PM,35.370810064,49.031876,70.55,84.773946358
7/14/2025 2:17:49 PM,35.354166376,48.972688,70.55,84.56826
7/14/2025 2:17:54 PM,35.31311,48.88294,70.55,84.027397006
7/14/2025 2:17:59 PM,35.30431751,48.688694,70.55,84.39675
7/14/2025 2:18:04 PM,35.30268,48.683192,70.55,84.521632614
7/14/2025 2:18:09 PM,35.27225854,48.845802,70.55,83.50459
7/14/2025 2:18:14 PM,35.2541282,49.01426,70.55,83.3878911328
7/14/2025 2:18:19 PM,35.21505,49.044616,70.55,83.050514
7/14/2025 2:18:24 PM,35.21505,49.085282,70.55,83.2411698388
7/14/2025 2:18:29 PM,35.1974105016,48.937618,70.55,83.46231
7/14/2025 2:18:34 PM,35.1719732384,49.093104,70.55,83.204471236
7/14/2025 2:18:39 PM,35.16251,49.082316,70.55,83.55922
7/14/2025 2:18:44 PM,35.16251,49.145502,70.55,82.139034316
7/14/2025 2:18:49 PM,35.16251,49.246288,70.55,84.05041
7/14/2025 2:18:54 PM,35.16251,49.160216,70.55,82.19590978
7/14/2025 2:18:59 PM,35.16251,49.393564,70.55,81.55045
7/14/2025 2:19:04 PM,35.1385623474,49.327342,70.55,83.482175222
7/14/2025 2:19:09 PM,35.060257,49.289838,70.55,83.12792
7/14/2025 2:19:14 PM,35.060257,49.254578,70.55,82.5208726376
7/14/2025 2:19:19 PM,35.058997253,49.242302,70.55,82.66118
7/14/2025 2:19:24 PM,35.01962,49.358594,70.55,83.0194855712
7/14/2025 2:19:29 PM,35.0082430784,49.43977,70.55,83.852104
7/14/2025 2:19:34 PM,34.9866195952,49.378364,70.55,82.9139159308
7/14/2025 2:19:39 PM,34.964817,49.465896,70.55,83.33736
7/14/2025 2:19:44 PM,34.964817,49.427024,70.55,81.930514614
7/14/2025 2:19:49 PM,34.964817,49.57451,70.55,81.78429
7/14/2025 2:19:54 PM,34.9188773152,49.503582,70.55,82.491206385
7/14/2025 2:19:59 PM,34.891384,49.32216,70.55,84.01936
7/14/2025 2:20:04 PM,34.891384,49.180912,70.55,83.839565128
7/14/2025 2:20:09 PM,34.8665565488,49.198092,70.55,82.2898
7/14/2025 2:20:14 PM,34.832718,49.311464,70.55,84.752765478
7/14/2025 2:20:19 PM,34.832718,49.2223,70.55,84.88863
7/14/2025 2:20:24 PM,34.832718,49.04356,70.55,83.840519416
7/14/2025 2:20:29 PM,34.7872929372,49.106228,70.55,83.53877
7/14/2025 2:20:34 PM,34.777416,49.175368,70.55,83.7201607688
7/14/2025 2:20:39 PM,34.777416,49.07236,70.55,84.46404
7/14/2025 2:20:44 PM,34.777416,48.93741,70.55,82.51323725
