Timestamp,still01-bf-pid.DV01-lit4003.level-% => (Aggregate=TimeAverage2),still01-bf-pid.CV01-pmp4000a.cmdspd-hz => (Aggregate=TimeAverage2),still01-bf-pid.PV01-fit4008.volflow-gpm => (Aggregate=TimeAverage2),still01-bf-pid.SP.Spd-Hz => (Aggregate=TimeAverage2)
7/15/2025 12:46:27 AM,65.67923,45.24116,83.749017165,83.382744204
7/15/2025 12:46:29 AM,65.67923,45.214765,84.01956,82.21803872
7/15/2025 12:46:31 AM,65.67923,45.37628,84.062250375,82.72648112
7/15/2025 12:46:33 AM,65.67923,45.37455,84.06821,83.059749875
7/15/2025 12:46:35 AM,65.67923,45.324555,84.06821,83.01354
7/15/2025 12:46:37 AM,65.66864816,45.37077,83.477948605,83.006896416
7/15/2025 12:46:39 AM,65.650475,45.35665,83.39478,83.218362015
7/15/2025 12:46:41 AM,65.650475,45.3478,82.799645265,82.78240144
7/15/2025 12:46:43 AM,65.650475,45.40282,82.71579,83.121156365
7/15/2025 12:46:45 AM,65.650475,45.40164,82.71579,83.16166215
7/15/2025 12:46:47 AM,65.62397026,45.372875,82.90185126,83.17562204
7/15/2025 12:46:49 AM,65.578255,45.29,82.92831,82.6367303
7/15/2025 12:46:51 AM,65.578255,45.3665,82.92831,82.856871875
7/15/2025 12:46:53 AM,65.578255,45.40163,83.115212795,83.06899197
7/15/2025 12:46:55 AM,65.551971985,45.3479,83.14228,83.01518215
7/15/2025 12:46:57 AM,65.50585,45.37,82.72788436,82.88100846
7/15/2025 12:46:59 AM,65.50585,45.42376,82.6676,82.59332208
7/15/2025 12:47:01 AM,65.50585,45.3826,82.6676,83.06526812
7/15/2025 12:47:03 AM,65.50585,45.3394,82.479248,82.52195552
7/15/2025 12:47:05 AM,65.49914214,45.34368,82.4516,83.149365038
7/15/2025 12:47:07 AM,65.48732,45.34671,82.75824426,82.503812048
7/15/2025 12:47:09 AM,65.48732,45.4056,82.80366,82.752976645
7/15/2025 12:47:11 AM,65.48732,45.290625,82.80366,83.029237555
7/15/2025 12:47:13 AM,65.48732,45.33876,82.68238896,83.0322225175
7/15/2025 12:47:15 AM,65.48732,45.25364,82.6633,83.4601350625
7/15/2025 12:47:17 AM,65.48732,45.13,82.64967703,83.000376645
7/15/2025 12:47:19 AM,65.48732,45.2171,82.64756,82.85086243
7/15/2025 12:47:21 AM,65.48732,45.186285,82.64756,83.984718175
7/15/2025 12:47:23 AM,65.4840006125,45.1299,82.108139825,82.94929516
7/15/2025 12:47:25 AM,65.478035,45.29565,82.02575,82.70133382
7/15/2025 12:47:27 AM,65.478035,45.26825,83.0799601,82.855137415
7/15/2025 12:47:29 AM,65.478035,45.28752,83.24449,82.84597
7/15/2025 12:47:31 AM,65.4475845525,45.32408,83.24449,83.150553202
7/15/2025 12:47:33 AM,65.39262,45.34999,82.34309513,82.616019339
7/15/2025 12:47:35 AM,65.39262,45.4728,82.2,82.735387725
7/15/2025 12:47:37 AM,65.39262,45.32743,82.9941003,83.46440625
7/15/2025 12:47:39 AM,65.35484547,45.06,83.1223,83.70795
7/15/2025 12:47:41 AM,65.28561,45.12816,83.1223,84.21577875
7/15/2025 12:47:43 AM,65.28561,45.335425,82.628760225,82.91327128
7/15/2025 12:47:45 AM,65.28561,45.5755,82.54875,82.044438
7/15/2025 12:47:47 AM,65.28561,45.50234,84.2018647225,83.43034745
7/15/2025 12:47:49 AM,65.28561,45.45776,84.474335,82.40355464
7/15/2025 12:47:51 AM,65.293951914,45.56549,84.474335,83.213000515
7/15/2025 12:47:53 AM,65.313324,45.41229,82.65292541,83.014879145
7/15/2025 12:47:55 AM,65.313324,45.56514,82.35148,82.639493925
7/15/2025 12:47:57 AM,65.313324,45.5163,83.26865446,83.4039276375
7/15/2025 12:47:59 AM,65.313324,45.38743,83.42232,83.53012454
7/15/2025 12:48:01 AM,65.313324,45.432625,83.42232,83.14532282
7/15/2025 12:48:03 AM,65.316247074,45.423975,83.30323985,83.619008205
7/15/2025 12:48:05 AM,65.323166,45.386255,83.28337,83.2341021525
7/15/2025 12:48:07 AM,65.323166,45.42848,83.49293328,83.66672566
7/15/2025 12:48:09 AM,65.323166,45.39053,83.52833,82.65695213
7/15/2025 12:48:11 AM,65.303773088,45.383875,83.52833,83.251011
7/15/2025 12:48:13 AM,65.25787,45.32629,82.39535966,82.335946955
7/15/2025 12:48:15 AM,65.25787,45.342625,82.19699,83.36485672
7/15/2025 12:48:17 AM,65.25787,45.288,81.921168105,82.443261805
7/15/2025 12:48:19 AM,65.25787,45.29775,81.87192,83.913096353
7/15/2025 12:48:21 AM,65.23888807,45.14072,81.87192,82.576169514
7/15/2025 12:48:23 AM,65.19264,45.42056,83.79328868,82.22165084
7/15/2025 12:48:25 AM,65.19264,45.23492,84.14036,83.229379469
