Timestamp,still01-steam-pid.SP => (Aggregate=TimeAverage2),still01-steam-pid.PV01-TIT4016 => (Aggregate=TimeAverage2),still01-steam-pid.PV03-TIT4009 => (Aggregate=TimeAverage2),still01-steam-pid.DV02-PIT4011 => (Aggregate=TimeAverage2),still01-steam-pid.DV04-FIT4054 => (Aggregate=TimeAverage2),still01-steam-pid.CV-FCV4054 => (Aggregate=TimeAverage2)
7/15/2025 12:44:33 AM,211.2,211.8088,199.04884,0.8205473,5006.5719475,37
7/15/2025 12:44:35 AM,211.2,211.8088,199.04884,0.8205473,5007.0149174,37
7/15/2025 12:44:37 AM,211.2,211.8088,199.038127375,0.8205473,5023.14903,37
7/15/2025 12:44:39 AM,211.2,211.8088,199.02287,0.8205473,5019.092147,37
7/15/2025 12:44:41 AM,211.2,211.79147562,199.02287,0.8205473,5002.608482,37
7/15/2025 12:44:43 AM,211.2,211.77122,199.02287,0.8205473,4992.56679,37
7/15/2025 12:44:45 AM,211.2,211.77122,199.02287,0.8205473,4994.1484971,37
7/15/2025 12:44:47 AM,211.2,211.77122,199.02287,0.8205473,4992.6151353,37
7/15/2025 12:44:49 AM,211.2,211.77122,199.02287,0.8205473,5003.5804662,37
7/15/2025 12:44:51 AM,211.2,211.77122,199.02287,0.8205473,5015.9157957,37
7/15/2025 12:44:53 AM,211.2,211.77122,199.005683285,0.81275938525,5018.8423483,37
7/15/2025 12:44:55 AM,211.2,211.77122,198.9809,0.8099008,5023.145702,37
7/15/2025 12:44:57 AM,211.2,211.7365399,198.9809,0.8099008,5040.22476725,37
7/15/2025 12:44:59 AM,211.2,211.695,198.9809,0.8099008,5045.55376895,37
